Sección;Capítulo;Partida;Subpartida;Fracción;Region ;Pais ;Gasto
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Estonia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Federación Rusa;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Finlandia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Francia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Georgia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Gibraltar;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Grecia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Hungría;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Irlanda;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Islandia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Italia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Letonia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Liechtenstein;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Lituania;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Luxemburgo;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Macedonia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Malta;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Moldavia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;No identificados de la U.E.;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Noruega;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Países Bajos;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Polonia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Portugal;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Reino Unido;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;República Checa;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;República Eslovaca;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Rumania;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Serbia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Suecia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Suiza;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Turquía;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;0701 - Papas (patatas) frescas o refrigeradas;Europe;Ucrania;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;África y Oceanía;África y Oceanía;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;0702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;América del Norte;América del Norte;180.450.453,12
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Asia;Asia;0,00
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Latinoamérica y Antillas;Latinoamérica y Antillas;0,00
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;No identificados de la U.E.;0,00
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Albania;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Alemania;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Austria;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Bélgica;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Bielorrusia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Bosnia y Herzegovina;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Bulgaria;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Chipre;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Croacia;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Dinamarca;
Sección II  Productos del reino vegetal;07  Hortalizas, plantas, raíces y tubérculos alimentic...;0701 - Papas (patatas) frescas o refrigeradas;702 - Tomates frescos o refrigerados;0702 - Tomates frescos o refrigerados;Europe;Eslovenia;
